,Open,High,Low,Close,Volume,datewotime,ordinal_values,cases,deaths,coronadate
17,51.720001220703125,51.959999084472656,50.59999847412109,51.41999816894531,745400,2020-02-13,737468,15,0,2020-02-13
18,51.5099983215332,52.34000015258789,51.31999969482422,52.04999923706055,607343,2020-02-14,737469,15,0,2020-02-14
19,52.22999954223633,52.40999984741211,50.880001068115234,52.04999923706055,221774,2020-02-18,737473,25,0,2020-02-18
20,52.119998931884766,53.65999984741211,51.93000030517578,53.290000915527344,113683,2020-02-19,737474,25,0,2020-02-19
21,53.5,54.5,53.220001220703125,53.77999877929688,676179,2020-02-20,737475,27,0,2020-02-20
22,53.7400016784668,53.86000061035156,52.54999923706055,53.380001068115234,707555,2020-02-21,737476,30,0,2020-02-21
23,52.59999847412109,52.63999938964844,50.45000076293945,51.43000030517578,765515,2020-02-24,737479,43,0,2020-02-24
24,51.369998931884766,52.02000045776367,49.68999862670898,49.900001525878906,764989,2020-02-25,737480,45,0,2020-02-25
25,50.08000183105469,50.43999862670898,48.29999923706055,48.72999954223633,884482,2020-02-26,737481,60,0,2020-02-26
26,48.630001068115234,48.77999877929688,45.880001068115234,47.09000015258789,1011915,2020-02-27,737482,60,0,2020-02-27
27,46.4900016784668,47.02999877929688,43.84999847412109,44.7599983215332,1101659,2020-02-28,737483,65,0,2020-02-28
28,43.70000076293945,47.560001373291016,43.31999969482422,46.75,949471,2020-03-02,737486,104,6,2020-03-02
29,47.720001220703125,48.65999984741211,46.470001220703125,47.18000030517578,1011933,2020-03-03,737487,125,10,2020-03-03
30,46.93999862670898,48.40999984741211,46.650001525878906,46.77999877929688,745856,2020-03-04,737488,161,12,2020-03-04
31,47.130001068115234,47.56999969482422,45.650001525878906,45.900001525878906,704591,2020-03-05,737489,228,12,2020-03-05
32,46.09000015258789,46.380001068115234,41.04999923706055,41.27999877929688,1276180,2020-03-06,737490,311,15,2020-03-06
33,32.869998931884766,34.880001068115234,27.34000015258789,31.1299991607666,1774383,2020-03-09,737493,748,26,2020-03-09
34,30.3700008392334,35.02000045776367,30.200000762939453,34.36000061035156,1064632,2020-03-10,737494,1018,31,2020-03-10
35,34.619998931884766,36.34999847412109,32.560001373291016,32.97999954223633,874646,2020-03-11,737495,1263,37,2020-03-11
36,33.06999969482422,33.630001068115234,30.020000457763672,31.5,1025036,2020-03-12,737496,1668,43,2020-03-12
37,30.770000457763672,33.869998931884766,30.32999992370605,31.729999542236328,743129,2020-03-13,737497,2224,50,2020-03-13
38,33.75,33.75,28.100000381469727,28.700000762939453,698829,2020-03-16,737500,4507,91,2020-03-16
39,28.690000534057617,30.299999237060547,26.6299991607666,26.950000762939453,545820,2020-03-17,737501,5906,117,2020-03-17
40,26.940000534057617,27.21999931335449,20.059999465942383,20.3700008392334,309481,2020-03-18,737502,8350,162,2020-03-18
41,22.299999237060547,27.709999084472656,21.36000061035156,25.21999931335449,136722,2020-03-19,737503,12393,212,2020-03-19
42,24.729999542236328,27.88999938964844,19.459999084472656,22.43000030517578,1133808,2020-03-20,737504,18012,277,2020-03-20
43,22.520000457763672,24.06999969482422,20.799999237060547,23.36000061035156,852951,2020-03-23,737507,43505,579,2020-03-23
44,23.8700008392334,25.15999984741211,23.09000015258789,24.01000022888184,659697,2020-03-24,737508,53938,785,2020-03-24
45,24.3700008392334,25.239999771118164,22.90999984741211,24.489999771118164,618725,2020-03-25,737509,68572,1054,2020-03-25
46,24.25,24.649999618530277,22.3799991607666,22.600000381469727,633877,2020-03-26,737510,85570,1353,2020-03-26
47,23.290000915527344,23.440000534057617,20.8799991607666,21.51000022888184,603124,2020-03-27,737511,102900,1770,2020-03-27
48,20.93000030517578,20.93000030517578,19.270000457763672,20.09000015258789,758711,2020-03-30,737514,163955,3368,2020-03-30
49,20.229999542236328,21.88999938964844,20.01000022888184,20.479999542236328,660082,2020-03-31,737515,188461,4304,2020-03-31
50,20.100000381469727,21.549999237060547,19.899999618530277,20.309999465942383,703286,2020-04-01,737516,215391,5325,2020-04-01
51,21.21999931335449,27.38999938964844,20.76000022888184,25.31999969482422,1095972,2020-04-02,737517,245108,6541,2020-04-02
52,24.809999465942383,29.1299991607666,23.520000457763672,28.34000015258789,1007577,2020-04-03,737518,277426,7932,2020-04-03
53,26.09000015258789,28.239999771118164,25.280000686645508,26.07999992370605,752710,2020-04-06,737521,369057,12382,2020-04-06
54,26.34000015258789,27.239999771118164,23.540000915527344,23.6299991607666,797707,2020-04-07,737522,399394,14616,2020-04-07
55,24.299999237060547,26.450000762939453,23.739999771118164,25.09000015258789,823554,2020-04-08,737523,431214,16701,2020-04-08
56,26.280000686645508,28.36000061035156,22.56999969482422,22.76000022888184,1122149,2020-04-09,737524,465913,18821,2020-04-09
57,24.600000381469727,24.739999771118164,22.030000686645508,22.40999984741211,775120,2020-04-13,737528,584018,26613,2020-04-13
58,22.36000061035156,23.07999992370605,19.950000762939453,20.11000061035156,785478,2020-04-14,737529,610709,29318,2020-04-14
59,20.71999931335449,20.88999938964844,19.200000762939453,19.8700008392334,544797,2020-04-15,737530,640742,32070,2020-04-15
60,20.149999618530277,20.530000686645508,19.420000076293945,19.8700008392334,350942,2020-04-16,737531,672355,34418,2020-04-16
61,20.0,20.21999931335449,17.309999465942383,18.270000457763672,240628,2020-04-17,737532,703864,36707,2020-04-17
62,17.729999542236328,17.850000381469727,-40.31999969482422,-37.630001068115234,247947,2020-04-20,737535,784991,42016,2020-04-20
63,-14.0,13.859999656677246,-16.739999771118164,10.010000228881836,2288230,2020-04-21,737536,810505,44688,2020-04-21
64,13.119999885559082,16.18000030517578,10.260000228881836,13.779999732971191,1235218,2020-04-22,737537,839336,47059,2020-04-22
65,14.199999809265137,18.26000022888184,13.350000381469728,16.5,833584,2020-04-23,737538,873112,49228,2020-04-23
66,16.780000686645508,17.969999313354492,15.640000343322754,16.940000534057617,600220,2020-04-24,737539,909853,51360,2020-04-24
67,16.84000015258789,16.979999542236328,11.880000114440918,12.779999732971191,623201,2020-04-27,737542,994193,56022,2020-04-27
68,12.960000038146973,13.6899995803833,10.06999969482422,12.34000015258789,897087,2020-04-28,737543,1018846,58416,2020-04-28
69,13.350000381469728,16.780000686645508,12.670000076293944,15.0600004196167,554134,2020-04-29,737544,1045401,60930,2020-04-29
70,15.640000343322754,19.440000534057617,15.449999809265137,18.84000015258789,545344,2020-04-30,737545,1075758,63140,2020-04-30
71,19.040000915527344,20.479999542236328,18.06999969482422,19.780000686645508,403201,2020-05-01,737546,1109728,64902,2020-05-01
72,19.11000061035156,21.420000076293945,18.049999237060547,20.38999938964844,311488,2020-05-04,737549,1187304,68905,2020-05-04
73,21.239999771118164,25.489999771118164,21.1299991607666,24.559999465942383,387240,2020-05-05,737550,1211011,71139,2020-05-05
74,25.520000457763672,26.07999992370605,22.57999992370605,23.989999771118164,381165,2020-05-06,737551,1235519,73847,2020-05-06
75,24.09000015258789,26.739999771118164,22.940000534057617,23.549999237060547,310261,2020-05-07,737552,1263995,75805,2020-05-07
76,23.350000381469727,24.989999771118164,23.26000022888184,24.739999771118164,205181,2020-05-08,737553,1291643,77380,2020-05-08
77,24.489999771118164,25.57999992370605,23.670000076293945,24.13999938964844,179591,2020-05-11,737556,1354449,80747,2020-05-11
78,24.489999771118164,26.229999542236328,24.21999931335449,25.780000686645508,212335,2020-05-12,737557,1376749,82400,2020-05-12
79,25.299999237060547,26.450000762939453,24.790000915527344,25.290000915527344,150864,2020-05-13,737558,1397894,84168,2020-05-13
80,25.559999465942383,27.959999084472656,25.18000030517578,27.559999465942383,160507,2020-05-14,737559,1424856,85906,2020-05-14
81,27.63999938964844,29.920000076293945,27.239999771118164,29.43000030517578,108016,2020-05-15,737560,1451093,87499,2020-05-15
82,29.530000686645508,33.31999969482422,29.530000686645508,31.81999969482422,89376,2020-05-18,737563,1515593,90414,2020-05-18
83,32.83000183105469,33.439998626708984,31.34000015258789,32.5,430823,2020-05-19,737564,1536570,91934,2020-05-19
84,31.88999938964844,33.779998779296875,31.559999465942383,33.4900016784668,406431,2020-05-20,737565,1559640,93411,2020-05-20
85,33.529998779296875,34.65999984741211,33.2599983215332,33.91999816894531,372814,2020-05-21,737566,1585373,94722,2020-05-21
86,33.95000076293945,34.0,30.71999931335449,33.25,429036,2020-05-22,737567,1609172,96010,2020-05-22
87,33.29999923706055,34.810001373291016,32.47999954223633,34.349998474121094,466737,2020-05-26,737571,1689467,98937,2020-05-26
88,34.13999938964844,34.31999969482422,31.75,32.810001373291016,415246,2020-05-27,737572,1708211,100422,2020-05-27
89,32.099998474121094,34.209999084472656,31.13999938964844,33.709999084472656,440168,2020-05-28,737573,1730723,101622,2020-05-28
90,33.68000030517578,35.77000045776367,32.36000061035156,35.4900016784668,443647,2020-05-29,737574,1755271,102812,2020-05-29
91,35.209999084472656,35.900001525878906,34.27000045776367,35.439998626708984,385710,2020-06-01,737577,1821199,105113,2020-06-01
92,35.560001373291016,37.060001373291016,35.279998779296875,36.810001373291016,343483,2020-06-02,737578,1841990,106195,2020-06-02
93,36.86000061035156,38.18000030517578,35.880001068115234,37.290000915527344,494253,2020-06-03,737579,1861977,107184,2020-06-03
94,36.7599983215332,37.619998931884766,36.380001068115234,37.40999984741211,307612,2020-06-04,737580,1883593,108192,2020-06-04
95,37.33000183105469,39.68000030517578,37.04999923706055,39.54999923706055,396856,2020-06-05,737581,1912302,109304,2020-06-05
96,39.40999984741211,40.43999862670898,37.959999084472656,38.18999862670898,416639,2020-06-08,737584,1971641,111144,2020-06-08
97,38.220001220703125,39.09999847412109,37.06999969482422,38.93999862670898,396033,2020-06-09,737585,1990446,112174,2020-06-09
98,38.5,39.90999984741211,37.72999954223633,39.59999847412109,385868,2020-06-10,737586,2013298,113103,2020-06-10
99,39.09000015258789,39.09000015258789,35.40999984741211,36.34000015258789,513912,2020-06-11,737587,2036500,113980,2020-06-11
100,36.2599983215332,36.9900016784668,34.47999954223633,36.2599983215332,406508,2020-06-12,737588,2061993,114759,2020-06-12
101,36.02999877929688,37.2599983215332,34.36000061035156,37.119998931884766,387546,2020-06-15,737591,2126574,116216,2020-06-15
102,37.04999923706055,39.060001373291016,36.380001068115234,38.380001068115234,366323,2020-06-16,737592,2151459,116985,2020-06-16
103,37.93000030517578,38.75,37.209999084472656,37.959999084472656,239516,2020-06-17,737593,2177114,117746,2020-06-17
104,37.7400016784668,38.970001220703125,37.11000061035156,38.84000015258789,113384,2020-06-18,737594,2205173,118473,2020-06-18
105,38.84999847412109,40.4900016784668,38.400001525878906,39.75,64113,2020-06-19,737595,2236009,119171,2020-06-19
106,39.18000030517578,40.70000076293945,39.119998931884766,40.459999084472656,315264,2020-06-22,737598,2324879,120334,2020-06-22
107,40.68000030517578,41.630001068115234,39.7599983215332,40.369998931884766,368730,2020-06-23,737599,2359939,121167,2020-06-23
108,39.9900016784668,40.540000915527344,37.310001373291016,38.0099983215332,499490,2020-06-24,737600,2396928,121934,2020-06-24
109,38.04999923706055,39.22999954223633,37.08000183105469,38.720001220703125,451640,2020-06-25,737601,2438101,124400,2020-06-25
110,39.09000015258789,39.34999847412109,37.790000915527344,38.4900016784668,356712,2020-06-26,737602,2483629,125033,2020-06-26
111,37.959999084472656,39.88999938964844,37.5,39.70000076293945,343913,2020-06-29,737605,2604932,126162,2020-06-29
112,39.63999938964844,40.08000183105469,38.84999847412109,39.27000045776367,370059,2020-06-30,737606,2653321,127462,2020-06-30
113,39.84000015258789,40.58000183105469,39.04999923706055,39.81999969482422,407170,2020-07-01,737607,2703296,128104,2020-07-01
114,39.77999877929688,40.7400016784668,39.459999084472656,40.650001525878906,347096,2020-07-02,737608,2758855,128827,2020-07-02
115,40.380001068115234,41.08000183105469,39.84000015258789,40.630001068115234,373236,2020-07-06,737612,2958098,130332,2020-07-06
116,40.68000030517578,40.95000076293945,39.900001525878906,40.619998931884766,256596,2020-07-07,737613,3012182,131290,2020-07-07
117,40.47999954223633,41.08000183105469,40.29999923706055,40.900001525878906,286740,2020-07-08,737614,3071637,132238,2020-07-08
118,40.869998931884766,40.9900016784668,39.27000045776367,39.619998931884766,367386,2020-07-09,737615,3131526,133079,2020-07-09
119,39.58000183105469,40.77000045776367,38.540000915527344,40.54999923706055,393149,2020-07-10,737616,3199753,133907,2020-07-10
120,40.34999847412109,40.720001220703125,39.470001220703125,40.09999847412109,370715,2020-07-13,737619,3379846,135402,2020-07-13
121,39.59999847412109,40.56999969482422,39.06999969482422,40.290000915527344,426971,2020-07-14,737620,3445448,136356,2020-07-14
122,40.54999923706055,41.2599983215332,40.08000183105469,41.20000076293945,352542,2020-07-15,737621,3513790,137327,2020-07-15
123,40.970001220703125,41.18000030517578,40.52000045776367,40.75,200101,2020-07-16,737622,3589477,138285,2020-07-16
124,40.720001220703125,40.900001525878906,40.02000045776367,40.59000015258789,88220,2020-07-17,737623,3660400,139186,2020-07-17
125,40.63999938964844,40.90999984741211,39.83000183105469,40.810001373291016,60179,2020-07-20,737626,3845014,140904,2020-07-20
126,40.650001525878906,42.400001525878906,40.63999938964844,41.959999084472656,389117,2020-07-21,737627,3910291,142031,2020-07-21
127,41.540000915527344,42.02999877929688,41.13999938964844,41.900001525878906,333647,2020-07-22,737628,3980030,143167,2020-07-22
128,41.95000076293945,42.36000061035156,40.83000183105469,41.06999969482422,389412,2020-07-23,737629,4050036,144283,2020-07-23
129,41.060001373291016,41.66999816894531,40.65999984741211,41.290000915527344,353159,2020-07-24,737630,4123561,145429,2020-07-24
130,41.2599983215332,41.81999969482422,40.47999954223633,41.59999847412109,377714,2020-07-27,737633,4303735,148449,2020-07-27
131,41.650001525878906,41.93000030517578,40.84999847412109,41.040000915527344,276804,2020-07-28,737634,4366851,149776,2020-07-28
132,41.130001068115234,41.56999969482422,40.93000030517578,41.27000045776367,295855,2020-07-29,737635,4433633,151172,2020-07-29
133,41.31999969482422,41.38999938964844,38.720001220703125,39.91999816894531,487325,2020-07-30,737636,4502581,152433,2020-07-30
134,40.34000015258789,40.54999923706055,39.65999984741211,40.27000045776367,318788,2020-07-31,737637,4571669,153862,2020-07-31
135,40.38999938964844,41.2400016784668,39.58000183105469,41.0099983215332,338326,2020-08-03,737640,4726775,155945,2020-08-03
136,40.77999877929688,42.08000183105469,40.13999938964844,41.70000076293945,451575,2020-08-04,737641,4780324,157301,2020-08-04
137,41.560001373291016,43.52000045776367,41.470001220703125,42.18999862670898,491268,2020-08-05,737642,4834047,158554,2020-08-05
138,42.18999862670898,42.650001525878906,41.61000061035156,41.95000076293945,359610,2020-08-06,737643,4891561,159625,2020-08-06
139,41.970001220703125,42.220001220703125,41.060001373291016,41.220001220703125,398997,2020-08-07,737644,4952718,160981,2020-08-07
140,41.5,42.33000183105469,41.16999816894531,41.93999862670898,367796,2020-08-10,737647,5103611,163023,2020-08-10
141,41.97999954223633,42.93999862670898,41.47999954223633,41.61000061035156,432843,2020-08-11,737648,5156968,164474,2020-08-11
142,41.619998931884766,42.900001525878906,41.52999877929688,42.66999816894531,397831,2020-08-12,737649,5211246,165952,2020-08-12
143,42.56999969482422,42.84000015258789,42.09000015258789,42.2400016784668,329507,2020-08-13,737650,5265307,167165,2020-08-13
144,42.33000183105469,42.56999969482422,41.619998931884766,42.0099983215332,310866,2020-08-14,737651,5324784,168341,2020-08-14
145,42.2400016784668,42.970001220703125,41.79999923706055,42.88999938964844,208429,2020-08-17,737654,5455187,170449,2020-08-17
146,42.790000915527344,42.9900016784668,42.11000061035156,42.88999938964844,111628,2020-08-18,737655,5498420,171798,2020-08-18
147,42.59999847412109,43.02999877929688,42.36000061035156,42.93000030517578,81299,2020-08-19,737656,5541433,173093,2020-08-19
148,42.7400016784668,42.790000915527344,41.5,42.58000183105469,377070,2020-08-20,737657,5587475,174136,2020-08-20
149,42.75,42.959999084472656,41.459999084472656,42.34000015258789,345368,2020-08-21,737658,5636491,175297,2020-08-21
150,42.47999954223633,42.88999938964844,42.22999954223633,42.619998931884766,294731,2020-08-24,737661,5754254,177197,2020-08-24
151,42.36000061035156,43.56999969482422,42.310001373291016,43.34999847412109,330800,2020-08-25,737662,5793385,178410,2020-08-25
152,43.38999938964844,43.77999877929688,43.0,43.38999938964844,262243,2020-08-26,737663,5838532,179603,2020-08-26
153,43.45000076293945,43.5,42.36000061035156,43.040000915527344,320968,2020-08-27,737664,5884368,180729,2020-08-27
154,42.97999954223633,43.41999816894531,42.68999862670898,42.970001220703125,272800,2020-08-28,737665,5930932,181739,2020-08-28
155,42.90999984741211,43.56999969482422,42.560001373291016,42.61000061035156,236877,2020-08-31,737668,6045457,183472,2020-08-31
156,42.83000183105469,43.43000030517578,42.720001220703125,42.7599983215332,285146,2020-09-01,737669,6089506,184563,2020-09-01
157,43.02000045776367,43.209999084472656,41.22999954223633,41.5099983215332,421771,2020-09-02,737670,6121950,185639,2020-09-02
158,41.630001068115234,41.790000915527344,40.220001220703125,41.369998931884766,417634,2020-09-03,737671,6168347,186717,2020-09-03
159,41.25,41.869998931884766,39.34999847412109,39.77000045776367,444184,2020-09-04,737672,6220448,187697,2020-09-04
160,39.47999954223633,39.59000015258789,36.130001068115234,36.7599983215332,720975,2020-09-08,737676,6346807,189541,2020-09-08
161,36.790000915527344,38.45000076293945,36.15999984741211,38.04999923706055,455356,2020-09-09,737677,6380139,190716,2020-09-09
162,37.79999923706055,38.18000030517578,36.93000030517578,37.29999923706055,367555,2020-09-10,737678,6418200,191631,2020-09-10
163,37.0099983215332,37.81999969482422,36.66999816894531,37.33000183105469,363787,2020-09-11,737679,6465767,192858,2020-09-11
164,37.31999969482422,37.68000030517578,36.81999969482422,37.2599983215332,347563,2020-09-14,737682,6575101,194408,2020-09-14
165,37.27999877929688,38.56999969482422,37.060001373291016,38.27999877929688,348861,2020-09-15,737683,6614318,195689,2020-09-15
166,38.34999847412109,40.34000015258789,38.34999847412109,40.15999984741211,367612,2020-09-16,737684,6653586,196686,2020-09-16
167,40.18999862670898,41.220001220703125,39.41999816894531,40.970001220703125,280669,2020-09-17,737685,6698896,197535,2020-09-17
168,40.970001220703125,41.4900016784668,40.29999923706055,41.11000061035156,85906,2020-09-18,737686,6747783,198484,2020-09-18
169,40.97999954223633,41.27000045776367,38.65999984741211,39.310001373291016,66195,2020-09-21,737689,6880902,199797,2020-09-21
170,39.630001068115234,40.02000045776367,39.0,39.59999847412109,287807,2020-09-22,737690,6918293,200738,2020-09-22
171,39.7599983215332,40.75,39.2599983215332,39.93000030517578,318754,2020-09-23,737691,6959842,201828,2020-09-23
172,39.59999847412109,40.369998931884766,39.119998931884766,40.310001373291016,269992,2020-09-24,737692,7005046,202713,2020-09-24
173,40.150001525878906,40.63999938964844,39.709999084472656,40.25,229025,2020-09-25,737693,7059627,203566,2020-09-25
174,40.06999969482422,40.79999923706055,39.77999877929688,40.59999847412109,226425,2020-09-28,737696,7176980,204952,2020-09-28
175,40.58000183105469,40.70000076293945,38.40999984741211,39.290000915527344,379599,2020-09-29,737697,7220677,205878,2020-09-29
176,39.15999984741211,40.369998931884766,38.68000030517578,40.220001220703125,340294,2020-09-30,737698,7262735,206852,2020-09-30
177,39.900001525878906,40.470001220703125,37.61000061035156,38.720001220703125,443442,2020-10-01,737699,7309153,207699,2020-10-01
178,38.59999847412109,38.650001525878906,36.630001068115234,37.04999923706055,391428,2020-10-02,737700,7362733,208564,2020-10-02
179,37.0,39.720001220703125,37.0,39.220001220703125,378579,2020-10-05,737703,7507988,210035,2020-10-05
180,39.34999847412109,40.86000061035156,39.09999847412109,40.66999816894531,400531,2020-10-06,737704,7550850,210756,2020-10-06
181,39.83000183105469,40.34999847412109,39.27999877929688,39.95000076293945,433065,2020-10-07,737705,7603867,211752,2020-10-07
182,39.9900016784668,41.33000183105469,39.7599983215332,41.18999862670898,409787,2020-10-08,737706,7660249,212680,2020-10-08
183,41.310001373291016,41.470001220703125,40.380001068115234,40.59999847412109,331703,2020-10-09,737707,7719211,213595,2020-10-09
184,40.400001525878906,40.45000076293945,39.040000915527344,39.43000030517578,322035,2020-10-12,737710,7863658,214957,2020-10-12
185,39.52999877929688,40.52999877929688,39.34999847412109,40.20000076293945,375470,2020-10-13,737711,7918051,215783,2020-10-13
186,40.18999862670898,41.15999984741211,39.81999969482422,41.040000915527344,328295,2020-10-14,737712,7977904,216792,2020-10-14
187,41.130001068115234,41.290000915527344,39.220001220703125,40.959999084472656,248251,2020-10-15,737713,8043257,217585,2020-10-15
188,40.880001068115234,41.04999923706055,40.08000183105469,40.880001068115234,96488,2020-10-16,737714,8113721,218476,2020-10-16
189,40.68999862670898,41.220001220703125,40.540000915527344,40.83000183105469,75335,2020-10-19,737717,8279804,220058,2020-10-19
190,40.650001525878906,41.70000076293945,40.25,41.459999084472656,360574,2020-10-20,737718,8340398,220987,2020-10-20
191,41.220001220703125,41.59000015258789,39.77999877929688,40.02999877929688,366899,2020-10-21,737719,8404635,222195,2020-10-21
192,40.040000915527344,41.02000045776367,39.709999084472656,40.63999938964844,307494,2020-10-22,737720,8479765,223023,2020-10-22
193,40.61000061035156,40.91999816894531,39.56999969482422,39.84999847412109,268931,2020-10-23,737721,8565062,223953,2020-10-23
194,39.68999862670898,39.7400016784668,38.27999877929688,38.560001373291016,360184,2020-10-26,737724,8777994,225701,2020-10-26
195,38.59000015258789,39.83000183105469,38.5099983215332,39.56999969482422,339535,2020-10-27,737725,8852381,226684,2020-10-27
196,38.970001220703125,39.0099983215332,36.970001220703125,37.38999938964844,489954,2020-10-28,737726,8934263,227702,2020-10-28
197,37.38999938964844,37.7599983215332,34.91999816894531,36.16999816894531,568816,2020-10-29,737727,9024932,228706,2020-10-29
198,36.06999969482422,36.59999847412109,35.209999084472656,35.790000915527344,388971,2020-10-30,737728,9124800,229674,2020-10-30
199,35.2400016784668,37.150001525878906,33.63999938964844,36.810001373291016,489204,2020-11-02,737731,9377208,231480,2020-11-02
200,37.02999877929688,38.31999969482422,36.56999969482422,37.65999984741211,410611,2020-11-03,737732,9469624,232610,2020-11-03
201,38.150001525878906,39.25,37.2599983215332,39.150001525878906,437000,2020-11-04,737733,9577702,234226,2020-11-04
202,39.16999816894531,39.34999847412109,38.27000045776367,38.790000915527344,298366,2020-11-05,737734,9699051,235334,2020-11-05
203,38.540000915527344,38.61000061035156,37.060001373291016,37.13999938964844,411026,2020-11-06,737735,9831874,236582,2020-11-06
204,37.34000015258789,41.33000183105469,37.15999984741211,40.290000915527344,622921,2020-11-09,737738,10191572,238798,2020-11-09
205,39.90999984741211,41.84000015258789,39.40999984741211,41.36000061035156,457045,2020-11-10,737739,10331256,240262,2020-11-10
206,41.790000915527344,43.060001373291016,41.31999969482422,41.45000076293945,443772,2020-11-11,737740,10474295,241693,2020-11-11
207,41.470001220703125,42.18999862670898,40.869998931884766,41.119998931884766,401031,2020-11-12,737741,10637946,242865,2020-11-12
208,40.93999862670898,40.93999862670898,40.060001373291016,40.130001068115234,338187,2020-11-13,737742,10819442,244255,2020-11-13
209,40.16999816894531,42.09000015258789,40.150001525878906,41.34000015258789,378785,2020-11-16,737745,11280224,246884,2020-11-16
210,41.43999862670898,41.68999862670898,40.56999969482422,41.43000030517578,243677,2020-11-17,737746,11441855,248491,2020-11-17
211,41.34999847412109,42.459999084472656,41.08000183105469,41.81999969482422,107013,2020-11-18,737747,11614135,250415,2020-11-18
212,41.61000061035156,41.97999954223633,41.08000183105469,41.7400016784668,88144,2020-11-19,737748,11801643,252376,2020-11-19
213,41.70000076293945,42.31999969482422,41.5099983215332,42.150001525878906,276340,2020-11-20,737749,12000502,254333,2020-11-20
214,42.459999084472656,43.36000061035156,42.290000915527344,43.060001373291016,300717,2020-11-23,737752,12492852,257639,2020-11-23
215,42.84000015258789,45.20000076293945,42.81999969482422,44.90999984741211,418527,2020-11-24,737753,12670710,259848,2020-11-24
216,44.81999969482422,46.2599983215332,44.72999954223633,45.709999084472656,417182,2020-11-25,737754,12851300,262161,2020-11-25
217,45.900001525878906,46.09000015258789,44.54999923706055,45.52999877929688,365128,2020-11-27,737756,13160133,264751,2020-11-27
218,45.34000015258789,45.79999923706055,44.41999816894531,45.34000015258789,370755,2020-11-30,737759,13615321,268031,2020-11-30
219,45.08000183105469,45.70000076293945,44.119998931884766,44.54999923706055,314919,2020-12-01,737760,13799549,270639,2020-12-01
220,44.380001068115234,45.91999816894531,43.91999816894531,45.27999877929688,368854,2020-12-02,737761,14000721,273525,2020-12-02
221,44.9900016784668,45.84000015258789,44.65999984741211,45.63999938964844,350768,2020-12-03,737762,14218459,276381,2020-12-03
222,45.63999938964844,46.68000030517578,45.61000061035156,46.2599983215332,335453,2020-12-04,737763,14449827,279018,2020-12-04
223,46.150001525878906,46.540000915527344,45.36000061035156,45.7599983215332,348871,2020-12-07,737766,15031979,283853,2020-12-07
224,45.65999984741211,45.93000030517578,45.13999938964844,45.59999847412109,332641,2020-12-08,737767,15251693,286674,2020-12-08
225,45.59999847412109,46.2400016784668,44.95000076293945,45.52000045776367,434976,2020-12-09,737768,15471409,289830,2020-12-09
226,45.68999862670898,47.7400016784668,45.52000045776367,46.77999877929688,447529,2020-12-10,737769,15697131,292771,2020-12-10
227,46.970001220703125,47.290000915527344,46.34000015258789,46.56999969482422,367305,2020-12-11,737770,15977147,295726,2020-12-11
228,46.72999954223633,47.43999862670898,45.68999862670898,46.9900016784668,403543,2020-12-14,737773,16569783,301016,2020-12-14
229,46.9900016784668,47.72999954223633,46.540000915527344,47.619998931884766,311169,2020-12-15,737774,16772936,304041,2020-12-15
230,47.59999847412109,47.93999862670898,47.16999816894531,47.81999969482422,275331,2020-12-16,737775,17017763,307652,2020-12-16
231,47.84999847412109,48.59000015258789,47.810001373291016,48.36000061035156,96536,2020-12-17,737776,17255472,310950,2020-12-17
